author,birth_date,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Tomer Hanuka,,,,,,,False
Boaz Lavie,,,,,,,True
Travis Stork,1972-03-09,U.S.,,,,,True
Teresa J. Rhyne,,,,,,,False
Peter Heller,,,,,,,False
Elias Weiss Friedman,,,,,,,False
The Daily Show With Trevor Noah,,,,,,,False
Tadashi Agi,,,,,,,False
Jane Harper,,,,,,,False
Alli Webb,,,,,,,False
Kody Keplinger,1991-08-08,United States,,,,,True
Pierre Dukan,1941-07-08,Algeria,,,,,True
Ayuko,,,,,,,False
Todd Parr,1962-07-09,United States,,,,,True
Joseph Alton,,,,,,,False
Abraham Bolden,,,,,,,False
J. A. Redmerski,,,,,,,False
Samantha Power,1970-09-21,United Kingdom,,,,,True
Elizabeth Letts,,,,,,,False
Kiera Cass,1981-05-19,,,,,,True
John Stephens,1840-09-16,,,,,,True
Siddhartha Mukherjee,1970-07-21,,,,,,True
Stephanie Madoff Mack,,,,,,,False
Jonathan Martin,,,,,,,True
Carol Roth,,,,,,,True
Molly Sims,1973-05-25,,,,,,True
Maria Menounos,1978-06-08,United States,,,,,True
Hoang Nguyen,,,,,,,False
Janice Y. K. Lee,,British Hong Kong,,,,,True
Kevin Costner,1955-01-18,United States,,,,,True
Jon Baird,,,,,,,False
Russell Blake,1935-07-24,,,,,,True
Chuck Hogan,,,,Crime_fiction; Horror_fiction,,,True
Jay Bonansinga,,,,Genre_fiction; Post-apocalyptic_fiction,,,True
Jennifer A. Nielsen,1971-07-10,United States,,Young_adult_fiction,,,True
Mark Z. Danielewski,1966-03-05,,,Horror_fiction; Satire,,,True
Ed Falco,,,,,,,False
William Joyce,1906-04-24,United States,1946-01-03,,,,True
Haylie Pomroy,,,,,,,False
Michael Mosley,1978-09-16,,,,,,True
Mimi Spencer,,,,,,,False
Shannon L. Brown,,,,,,,False
Meg Wolitzer,1959-05-28,United States,,Literary_fiction,,,True
Vivek Tiwary,,,,,,,False
Andrew C. Robinson,,,,,,,False
Ian Caldwell,1976-03-18,,,,,,True
Michael J. Tougias,,,,,,,True
Casey Sherman,,,,,,,False
Howard Jacobson,1942-08-25,United Kingdom,,,,,True
Katherine Neville,,,1503-11-22,,,,True
J. C. Cervantes,,,,,,,False
Miranda July,1974-02-15,United States,,,,,True
Josh Mensch,,,,,,,False
Ronald Kessler,,,,,,,False
John Feinstein,1956-07-28,United States,,Author; Sports_commentator; Sportswriter,,,True
Gary Chapman,1957-08-19,,,Contemporary_Christian_music,,,True
Gary D. Chapman,,,,,,,False
Ross Campbell,1987-07-03,United Kingdom,,,,,True
Kim Doner,,,,,,,False
Vani Hari,1979-03-22,,,,,,True
J. Kenji Lopez-Alt,,,,,,,False
Alan Dean Foster,1946-11-18,United States,,Fantasy; Science_fiction,,,True
Sean Williams,,,,,,,True
Sharon Cameron,,,,,,,True
Paul Rivoche,,,,,,,False
Karen White,,,,,,,True
Beatriz Williams,,,,,,,False
Lauren Willig,,,,Historical_fiction; Romance_novel,,,True
Angela Paolini,,,,,,,False
Scott Galloway,1964-11-03,,,,,,True
Don Miguel Ruiz,1952-08-27,Mexico,,Personal_growth;_self_help,,,True
Jennifer L. Holm,1968-06-16,United States,,,,,True
Lynda Barry,,,,,,,True
Mathilde Thomas,,,,,,,False
Stuart A. Seale,,,,,,,False
Teresa Sherard,,,,,,,False
Diana Fleming,,,,,,,False
Michio Kaku,1947-01-24,,,,,,True
Andre Dubus,,,,,,,False
Andrew Davidson,1892-03-12,United Kingdom,1962-03-13,,,,True
Dan Gutman,1955-10-19,,,Children's_literature,,,True
Jennifer Ackerman,,,,,,,True
Arina Tanemura,1978-03-12,Japan,,,,,True
Eric Weiner,,,,,,,True
Rick Beyer,,,,,,,False
Elizabeth Seyles,,,,,,,False
Gavin De Becker,,,,,,,False
Stephen Collins,1947-10-01,,,,,,True
J. P. Delaney,,,,,,,False
David Lagercrantz,1962-09-04,Sweden,,Biographies; Crime_fiction; Journalism,,,True
Victoria Forester,,,,Action_(fiction); Adventure_fiction; Fantasy; Young_adult_fiction,,,True
Kelly Barnhill,1997-03-31,United States,,,,,True
Stieg Larsson,,,,,,,True
Denise Mina,1966-08-21,South Lanarkshire,,Crime_fiction,,,True
Leonardo Manco,,,,,,,False
Amy Schumer,1981-06-01,United States,,Blue_comedy; Insult_comedy; Observational_comedy; Satire; Sketch_comedy,,,True
Emma Cline,,,,,,,True
Elle Kennedy,,,,Romantic_novel,,,True
Francis Ford Coppola,1939-04-07,United States,,,,,True
John Twelve Hawks,,,,,,,True
Donna Tartt,1963-12-23,,,,,,True
Jory John,,,,,,,False
Mary Kubica,,,,,,,False
Kai Bird,,,,,,,True
Leonard Mlodinow,1954-11-26,United States,,,,,True
Russ Kick,1969-07-20,,2021-09-12,,,,True
P. Craig Russell,,,,,,,False
Wendy Higgins,,,,Fantasy; Romance_novel; Young_adult_fiction,,,True
Michael Morell,1958-09-04,United States,,,,,True
David McCullough,1933-07-07,,2022-08-07,,,,True
Thomas Asbridge,,,,,,,False
Ian Corson,,,,,,,False
Beverly Lewis,,,,,,,False
Mary Ann Shaffer,,,,,,,False
Annie Barrows,,United States,,,,,True
Sarah Blake,,,,,,,True
Caroline Paul,,,,,,,False
Edward E. Baptist,,,,,,,False
Chris Guillebeau,1978-04-04,,,,,,True
Steve Doocy,1956-10-19,United States,,,,,True
Kathy Doocy,,,,,,,False
Fawn Weaver,,,,,,,True
T. Coraghessan Boyle,1948-12-02,United States,,,,,True
Caanan White,,,,,,,False
Melissa Albert,,,,,,,True
Dave Wentz,,,,,,,False
Myron Wentz,1940-08-13,United States,,,,,True
Donna K. Wallace,,,,,,,False
Bob Drury,,,,,,,True
Tom Clavin,,,,,,,False
Ben Avery,,,,,,,False
Jake Tapper,1969-03-12,United States,,,,,True
Kathryn Stockett,,United States,,,,,True
Peter Wohlleben,,,,,,,True
The Try Guys,,,,Comedy,,,True
Brian Greene,,,,,,,True
Jessica Alba,1981-04-28,,,,,,True
Sara Gottfried,,,,,,,False
Wendy Williams,1967-06-14,United States,,,,,True
John Ringo,1963-03-22,United States,,Military_science_fiction; Political_thriller; Post_apocalyptic; Supernatural; War_novel,,,True
Tilar J. Mazzeo,,,,,,,False
Terry Tempest Williams,1955-09-08,,,,,,True
Les Parrott,,,,,,,False
Tony Angell,,,,,,,True
Tod Goldberg,1971-01-10,,,Mystery_fiction,,,True
Wayne Pacelle,,,,,,,False
Kate Egan,1976-05-10,Republic of Ireland,,,,,True
Emily Seife,,,,,,,False
Kate Quinn,,,,Historical_fiction,,,True
Lars Kepler,,,,,,,False
Rashad Jennings,,,,,,,True
Margot Starbuck,,,,,,,False
Rebecca Skloot,1972-09-19,,,,,,True
Chloe Benjamin,,United States,,,,,True
Tom Rachman,,,,,,,False
Erika Christakis,,,,,,,True
Mark Synnott,,,,,,,False
Alec Ross,,,,,,,True
Kevin Kelly,,,,,,,True
Robert Mazur,,,,,,,False
Brooke Gladstone,,United States,,,,,True
Josh Neufeld,,,,,,,False
Kurt Eichenwald,1961-06-28,United States,,,,,True
Taylor Stevens,,,,,,,False
David Thorne,,,,,,,True
Erika Johansen,,,,,,,False
Andrea Wulf,,India,,Non-fiction,,,True
Sue Monk Kidd,1948-08-12,,,Memoir,,,True
Daniel C. Goldie,,,,,,,False
Gordon S. Murray,,,,,,,False
Harry Bernstein,1910-05-30,England,2011-06-03,Memoir; Nonfiction,,,True
Jay P. Dolan,,,,,,,False
Christian Wolmar,1949-08-03,United Kingdom,,,,,True
Tsutomu Satou,,,,,,,False
Kana Ishida,,,,,,,False
Nancy Thayer,1943-12-14,,,,,,True
Amy Ewing,,,,,,,False
Walt Simonson,,,,,,,False
Tim Howard,1961-03-07,United States,,,,,True
Ali Benjamin,,United States,,,,,True
Richard D. Mahoney,,,,,,,False
Mark Sisson,1953-07-20,,,,,,True
Brad Kearns,1965-02-04,,,,,,True
Luc Jacamon,,,,,,,False
Gael De Meyere,,,,,,,False
Matz,,,,,,,False
Alicia Silverstone,,,,,,,False
Philippa Gregory,1954-01-09,Kenya,,Fantasy_literature; Historical_novel; Romance_novel,,,True
Mark Logue,,,,,,,True
Peter Conradi,,,,,,,False
Fabio Celoni,,,,,,,False
Brunonia Barry,,United States,,,,,True
Anne-Marie O'Connor,,,,,,,True
Kim Edwards,1958-05-04,United States,,,,,True
Jean M. Auel,,,,,,,False
Vanessa Diffenbaugh,,,,,,,True
Dave Roman,,,,,,,True
Joon Choi,,,,,,,False
Alison Wilgus,,,,,,,False
Tiffany Haddish,1979-12-03,United States,,Black_comedy; Blue_comedy; Observational_comedy; Satire; Sketch_comedy; Surreal_humor,,,True
Graham Moore,,,,,,,True
Chil Rajchman,1914-06-14,Poland,2004-05-07,,,,True
Leonard Gross,1931-02-24,United States,,,,,True
Max Brallier,1983-09-08,,,,,,True
Larry McMurtry,,,,,,,False
Randy Pausch,1960-10-23,United States,2008-07-25,,,,True
Tracy Daugherty,,,,,,,False
Brittany Cavallaro,,,,,,,False
Dominic Smith,1995-09-22,United Kingdom,,,,,True
James D. Hornfischer,,,,,,,False
Riley Sager,,,,,,,False
Denis Johnson,1949-07-01,West Germany,2017-05-24,Fiction; Nonfiction,,,True
Vince Molinaro,,,,,,,True
Kathy Freston,,,,,,,True
Patrick Thorpe,,,,,,,False
Michael Gombos,,,,,,,False
Akira Himekawa,,,,,,,False
Yildray Cinar,,,,,,,False
Susan Orlean,1955-10-31,,,,,,True
Karina Halle,,,,,,,False
Alison Weir,,,,,,,True
Charlotte Rogan,,,,,,,False
M. L. Stedman,,,,,,,False
Keiko Suenobu,,,,,,,False
Jerry Pinkney,1939-12-22,United States,2021-10-20,Children's_literature,,,True
Abigail Tucker,,,,,,,False
Siobhan Vivian,1979-01-12,United States,,Realistic_fiction,,,True
Nina George,1973-08-30,West Germany,,,,,True
Edna O'Brien,1930-12-15,Republic of Ireland,,,,,True
Lora Koehler,,,,,,,False
Stephen Baxter,1965-10-01,Northern Ireland,,,,,True
Andy Diggle,,,,,,,True
Jack Campbell,1970-11-02,Australia,,,,,True
Pam Jenoff,,,,,,,False
Jonathan Harr,,,,,,,False
David Roberts,1976-12-29,United Kingdom,,,,,True
Stephen Kendrick,1974-06-10,,,,,,True
Alex Kendrick,1970-06-11,,,,,,True
Lawrence Kimbrough,,,,,,,False
La La Anthony,1979-06-25,,,,,,True
Karen Hunter,1968-08-26,,,,,,True
Alice Sebold,1963-09-06,United States,,Memoir,,,True
George Hincapie,1973-06-29,,,,,,True
Craig Hummer,1965-05-20,,,,,,True
Bryan Pearson,1934-05-30,United Kingdom,2016-10-12,,,,True
Eleanor Catton,,,,,,,False
Maddie Ziegler,,,,,,,False
Rhonda Byrne,1951-03-12,Australia,,,,,True
Alec Azam,,,,,,,False
Richard Dawkins,1941-03-26,Kenya,,,,,True
Lev Grossman,1969-06-26,,,,,,True
Henning Mankell,1868-06-03,Sweden,1930-05-08,,,,True
Adam Schefter,1966-12-21,United States,,,,,True
Philip K. Dick,1928-12-16,United States,1982-03-02,Paranoid_fiction; Philosophical_fiction; Science_fiction,,,True
Mark Urban,1961-01-26,United Kingdom,,,,,True
Gregory Zuckerman,,,,,,,False
Nick Pitarra,,,,,,,False
Jaleigh Johnson,,,,,,,False
Jennifer Probst,,,,,,,False
Jeffrey Eugenides,1960-03-08,United States,,,,,True
Rachel Kushner,1968-10-07,United States,,,,,True
Antonio J. Mendez,,,,,,,False
Malcolm McConnell,,,,,,,False
Susan Page,1951-02-12,United States,,,,,True
Thomas Perry,,Republic of Ireland,,,,,True
the Mayo Clinic staff,,,,,,,False
James Dashner,1972-11-26,,,Children's_literature; Fantasy_literature; Science_fiction,,,True
Edward O. Wilson,,,,,,,False
Kathy Keller,,,,,,,False
Nagaru Tanigawa,1970-12-19,Japan,,,,,True
Sue Hitzmann,,,,,,,False
Debbie Karch,,,,,,,False
Tony Dungy,,,,,,,True
Skip Hollandsworth,1957-11-09,United States,,,,,True
Darcie Chan,,,,,,,False
Vince Stanzione,,,,,,,True
Jessie Burton,1982-08-17,England,,,,,True
Arundhati Roy,,,,,,,True
Marja Mills,,,,,,,False
Melinda Gates,,,,,,,False
Sophie Hannah,,,,,,,False
Robert M. Edsel,1956-12-28,United States,,,,,True
Timothy C. Winegard,,,,,,,False
Mayte Garcia,1973-11-12,,,,,,True
Brit Bennett,,,,,,,False
Alan Dershowitz,1938-09-01,United States,,,,,True
The Washington Post,,,,,,,True
the office of the special counsel,,,,,,,False
Ben Lindbergh,,,,,,,False
Travis Sawchik,,,,,,,False
Trenton Lee Stewart,1970-05-27,United States,,Children's_literature,,,True
Harlan Cohen,1934-11-06,United States,2020-03-19,,,,True
Andrea Tornielli,,,,,,,False
Richard Flanagan,,Australia,,,,,True
the National Museum of African American History,,,,,,,False
Culture,,,,,,,True
Edith H. Beer,,,,,,,False
Susan Dworkin,,,,,,,False
Cynthia D'Aprix Sweeney,,,,,,,False
Eric C. Westman,,,,,,,False
Stephen D. Phinney,,,,,,,False
Jeff S. Volek,,,,,,,False
Justina Blakeney,,,,,,,True
Jared Cohen,1981-11-24,United States,,,,,True
Frank Lipman,,,,,,,True
Danielle Claro,,,,,,,False
Ryan Kelly,,,,,,,True
George Friedman,,,,,,,True
Colson Whitehead,1969-11-06,United States,,,,,True
Clement C. Moore,,,,,,,False
Erin Morgenstern,1978-07-08,,,,,,True
Christopher Bohjalian,,,,,,,False
Yangsze Choo,,,,,,,True
Liz Braswell,,,,,,,False
Nathan Hill,,,,,,,True
Robert I. Sutton,,,,,,,False
Julian Barnes,1946-01-19,,,,,,True
Ian McGuire,,Yorkshire,,,,,True
Alexandra Robbins,,United States,,,,,True
Norton Juster,,,,,,,False
Gareth Hinds,,,,,,,False
Don Hutson,,,,,,,True
George Lucas,1984-02-20,,,,,,True
Mike Lupica,,,,,,,False
Garrett M. Graff,,,,,,,True
Sam Miller,1962-09-28,Suffolk,,,,,True
Robert O'Neill,1883-04-03,Australia,1961-07-25,,,,True
Marina Keegan,1989-10-25,,2012-05-26,,,,True
Ron Lieber,,,,,,,True
Chester Elton,1958-09-22,Canada,,,,,True
Rinker Buck,,,,,,,False
Daniel J. Levitin,1957-12-27,,,,,,True
Joshua Charles,,,,,,,False
Adam Johnson,1987-07-14,United Kingdom,,,,,True
Wes Moore,,,,,,,True
Richard Powers,1957-06-18,United States,,Literary_novels,,,True
Hugh Ambrose,,,,,,,False
Joan Hess,,,,,,,False
David Foster Wallace,1962-02-21,,2008-09-12,Literary_fiction; Non-fiction,,,True
Juli Bauer,,,,,,,False
George Bryant,1857-02-10,United States,1907-06-12,,,,True
Susan Elia MacNeal,,United States,,,,,True
Aimee Bender,1969-06-28,,,,,,True
Robert A. Caro,,,,,,,False
Sarah Waters,1966-07-21,United Kingdom,,Historical_fiction,,,True
Aimee Molloy,,,,,,,False
John Brenkus,,,,,,,True
William Gibson,,,,,,,True
Stephen Chbosky,1970-01-25,United States,,,,,True
Jim Karas,,,,,,,False
Lee Falk,,,,,,,False
Ray Moore,,,,,,,True
Katherine Howe,,,,,,,True
Lyn-Genet Recitas,1965-03-26,,,,,,True
Steven R. Gundry,1950-07-11,,,,,,True
Lee Smith,,,,,,,True
Elizabeth Acevedo,,United States,,Young_adult_fiction,,,True
Charles Krauthammer,1950-03-13,United States,2018-06-21,,,,True
Andrew Young,1992-02-12,,,,,,True
Liza Marklund,1962-09-09,,,Crime_fiction; Detective_fiction; Mystery_fiction,,,True
Naomi Alderman,,England,,,,,True
Joseph Prince,1963-05-15,Colony of Singapore,,,,,True
Umberto Eco,1932-01-05,Italy,2016-02-19,,http://dbpedia.org/resource/Stuart_Hall_(cultural_theorist),,True
Nancy Gibbs,1960-01-25,,,,,,True
Michael Duffy,1958-09-07,,,,,,True
Carrie Fisher,1956-10-21,,2016-12-27,,,,True
Dean Hale,,,,,,,False
Carlos Ruiz Zafon,,,,,,,False
Dale Russakoff,,,,,,,False
Jonathan Alter,1957-10-06,United States,,Non-fiction,,,True
Adam Braun,,,,,,,False
Jasmine Guillory,,,,,,,False
Philip Stead,,,,,,,False
John Cooper,1922-07-11,Australia,2012-11-19,,,,True
Deborah Underwood,,,,,,,False
Carl-Johan Forssen Ehrlin,,,,,,,False
Kate Moore,,,,,,,False
Anderson Cooper,1967-06-03,United States,,,,,True
Gloria Vanderbilt,,,,,,,False
Arturo Torres,,,,,,,True
Traci Chee,,,,,,,False
Ronald Reagan,1954-07-11,,,,,,True
Naoki Higashida,,,,,,,False
Orpheus Collar,,,,,,,False
Wesley Chu,1976-09-23,,,,,,True
Jo Nesbø,1960-03-29,Norway,,,,,True
Mary E. Pearson,,,,,,,False
Scott Lynch,1978-04-02,United States,,Fantasy,,,True
John McCain,,,,,,,True
Mark Salter,,United States,,,,,True
Ben Hatke,,,,,,,False
Jason Mott,,,,,,,True
Michael Punke,1964-12-07,United States,,,,,True
Kimberla Lawson Ro,,,,,,,False
Ben Shapiro,1984-01-15,United States,,,,,True
Nicole Galland,,,,,,,False
Edmund Morris,,,,,,,False
David Brooks,1961-08-11,,,,,,True
Kathie Lee Gifford,1953-08-16,France,,,,,True
Rabbi Jason Sobel,,,,,,,False
Ian Grey,,,,,,,True
Graeme Simsion,,,,,,,False
Hunter S. Thompson,,,,,,,False
Gregg Jarrett,1955-04-07,United States,,,,,True
Dirk Maggs,,Jersey,,,,,True
Mike Dringenberg,,,,,,,False
Malcolm Jones III,,,,,,,False
Queen Rania of Jordan,,,,,,,False
Kelly DiPucchio,1967-03-07,United States,,,,,True
Clive Barker,1944-06-19,South Africa,,,,,True
Nancy Pickard,1945-09-19,United States,,Mystery_fiction,,,True
Soman Chainani,,,,Fantasy,,,True
Lewis Howes,,,,,,,False
the editors of America's Test Kitchen,,,,,,,False
Guy Cros,,,,,,,False
Kip Thorne,1940-06-01,United States,,,,,True
Lars Brownworth,,,,,,,False
Joanne Drayton,,,,,,,False
Tony DiTerlizzi,1969-09-06,,,,,,True
Ayesha Curry,1989-03-23,,,,,,True
Steve Hamilton,1961-09-29,,,,,,True
Neil Kagan,,,,,,,False
Stephen G. Hyslop,,,,,,,False
Carolyn Hennesy,1962-06-10,United States,,,,,True
J. Randy Taraborrelli,,,,,,,True
Tyler Hamilton,1971-03-01,,,,,,True
Daniel Coyle,,,,,,,False
Pseudonymous Bosch,,,,,,,False
Max Hastings,1945-12-28,United Kingdom,,,,,True
Bruce Feiler,1964-10-25,United States,,,,,True
Caitlyn Jenner,1949-10-28,,,,,,True
Buzz Bissinger,1954-11-01,United States,,,,,True
Michael Scott,1907-07-30,United Kingdom,1983-09-14,,,,True
Reif Larsen,,,,Fiction,,,True
Paul Beatty,1962-06-09,,,,,,True
Jimmy Kimmel,1967-11-13,United States,,Black_comedy; Deadpan; Insult_comedy; Observational_comedy; Satire; Surreal_humor,,,True
William P. Young,,,,,,,False
Debbie Ford,1965-02-05,New Zealand,,,,,True
Sonny Liew,1974-09-26,Malaysia,,,,,True
C. J. Redwine,,,,,,,False
Daniel Kraus,1975-06-07,,,,,,True
Heidi Hanna,,,,,,,False
James Rebanks,,,,,,,True
Tory Johnson,,,,,,,False
Jeff Hobbs,,,,,,,False
H. C. Chester,,,,,,,False
Raymond Khoury,,Lebanon,,Historical_novel; Mystery_fiction; Thriller_(genre),,,True
Nate Silver,1978-01-13,United States,,,,,True
Mark Long,,,,,,,False
Jim Demonakos,,,,,,,False
Alex Michaelides,,,,,,,False
A. S. A. Harrison,,,,,,,False
Peter Frankopan,1971-03-22,,,,,,True
Matthew Quick,,,,,,,True
Joe Simon,1936-09-07,,2021-12-13,Rhythm_and_blues; Soul_music,,,True
Dennis E. Taylor,,,,Hard_Science_Fiction,,,True
Elizabeth Kolbert,1961-07-06,,,,,,True
Andre Iguodala,1984-01-28,,,,,,True
Carvell Wallace,,,,,,,False
Arianna Huffington,1950-07-15,Kingdom of Greece,,,,,True
Sean Phillips,1980-04-11,Zimbabwe,,,,,True
Christopher Clark,1960-03-14,,,,,,True
Patrick Rothfuss,1973-06-06,United States,,Fantasy,,,True
Amanda Ripley,,,,,,,True
Michael Cunningham,,,,,,,True
Philipp Meyer,1896-03-29,Kingdom of Bavaria,1962-01-29,,,,True
Morgan Rice,,,,Fantasy; Science_fiction; Young_adult_fiction,,,True
Elisabeth Tova Bailey,,,,,,,False
Ruth Wariner,,,,,,,False
David DiBenedetto,,,,,,,False
Gun,,,,Hard_rock; Pop_rock,,,True
Lisa Lutz,1970-03-13,,,,,,True
Mike Perkins,,,,,,,False
J. W. Rinzler,,,,,,,False
Mike Mayhew,,,,,,,True
Peter Snjejbjerg,,,,,,,False
Tricia O'Malley,,,,,,,False
Gabrielle Zevin,1977-10-24,,,,,,True
David Wroblewski,,,,,,,False
Roma Downey,1960-05-06,United Kingdom,,,,,True
Mark Burnett,1970-11-12,,,,,,True
Simon Schama,1945-02-13,,,,,,True
Maria Augusta Trapp,,,,,,,False
Leslye Walton,,,,,,,False
Brian Smith,1990-02-20,United States,,Folk_music; Freak_folk; Geofolk; Indie_(music); New_weird_america,,,True
Mike Raicht,,,,,,,False
Charles Wilson,1869-01-09,Australia,1952-06-28,,,,True
Virginia Postrel,1960-01-14,,,,,,True
Anthony Ray Hinton,1956-06-01,United States,,,,,True
Lara Love Hardin,,,,,,,False
Edward Kelsey Moore,,,,,,,False
Chang-Rae Lee,,,,,,,False
Eric Bolling,1963-03-02,United States,,,,,True
Elizabeth Kostova,1964-12-26,Connecticut,,Gothic_fiction; Historical_fiction,,,True
David Lebovitz,,,,,,,False
Stephen Greenblatt,,,,,,,False
Viet Thanh Nguyen,1971-03-13,Vietnam,,,,,True
Nick Ortner,,,,,,,False
Jessica Ortner,,,,,,,False
Kat Von D,1982-03-08,Mexico,,,,,True
Dana Goldstein,,United States,,,,,True
Frances E. Jensen,,,,,,,False
Amy Ellis Nutt,1955-04-26,United States,,,,,True
Steve Case,,,,,,,True
Andrew G. McCabe,,,,,,,False
James MacGregor Burns,1918-08-03,,2014-07-15,,,,True
Susan Dunn,,,,,,,False
Cathleen Schine,,,,,,,True
Sydney Padua,,,,,,,False
Téa Obreht,1985-09-30,Socialist Federal Republic of Yugoslavia,,,,,True
Tea Obreht,,,,,,,False
Phil Stutz,,,,,,,False
Barry Michels,,,,,,,False
Sarah Ellis,1952-05-19,,,,,,True
Ty M. Bollinger,,,,,,,False
Ric Edelman,,,,,,,True
Eddie Campbell,,,,,,,True
James Redfield,,,,,,,True
Ayana Mathis,,,,,,,False
Hinako Takanaga,,,,,,,True
Chris McNab,1980-03-10,United Kingdom,,,,,True
Gerard Way,,,,,,,False
Erica Henderson,,,,,,,False
Chris Claremont,,,,,,,True
Dave Cockrum,,,,,,,True
David Wallace-Wells,,,,,,,True
Rachel Joyce,1978-06-16,Mexico,,,,,True
Lisa McMann,1968-02-27,,,Young_adult_literature,,,True
George Packer,1960-08-13,United States,,,,,True
Mike Carey,,,,,,,True
Peter Gross,,,,,,,True
Edward Conard,,,,,,,False
Amy Tan,1952-02-19,,,,,,True
Kerrelyn Sparks,,,,Historical_Romance; Paranormal,,,True
Ben Sasse,1972-02-22,,,,,,True
Brian Fleming,,,,,,,False
Kim,,,,,,,True
Krickitt Carpenter,,,,,,,False
DeVon Franklin,1978-04-13,,,,,,True
Meagan Good,,United States,,,,,True
Tim Vandehey,,,,,,,False
Charlie Adlard,,,,,,,False
Robert Kirman,,,,,,,False
Cliff Rathburn,,,,,,,False
Tomoko Hayakawa,,,,,,,False
Nova Ren Suma,,United States,,Young_adult_literature,,,True
Ralph Peters,1952-04-19,United States,,,,,True
Kimberly Brubaker Bradley,,,,,,,True
Heather Mac Donald,1956-11-23,United States,,,,,True
James Barry,1741-10-11,Republic of Ireland,1806-02-22,,,,True
Paolo Bacigalupi,1972-08-06,United States,,Biopunk; Science_fiction; Young_adult_fiction,,,True
Paul Ryan,,,,,,,True
Mike Rowe,,,,,,,True
Jonathan Morris,,Somerset,,,,,True
David Macaulay,1946-12-02,United Kingdom,,,,,True
Neil Ardley,,,,,,,True
Tony Schwartz,1923-08-19,United States,2008-06-15,,,,True
Jean Gomes,,,,,,,False
Catherine McCarthy,,,,,,,False
Suzanne Evans,,,,,,,True
Rachel Hauck,,,,,,,False
Eleanor Brown,2000-01-20,,,,,,True
Matt Zoller Seitz,1968-12-26,,,,,,True
Maximilian Uriarte,,,,,,,False
Harry Brandt,,,,,,,False
Fiona Barton,,,,,,,False
Carine McCandless,,,,,,,False
Douglas Brinkley,1960-12-14,,,,,,True
Neal Bascomb,1971-04-01,,,Non-fiction; Popular_history; Popular_science,,,True
Jennifer McMahon,,,,,,,False
Susanna Kearsley,1966-01-17,Canadian Indian residential school system,,Romance_novel; Thrillers,,,True
Rebecca Musser,1976-08-31,,,,,,True
Bridget Cook,,,,,,,False
Wesley King,,,,,,,True
Kobe Bryant,,,,,,,True
Jordan Belfort,1962-07-09,United States,,,,,True
Diane Von Furstenberg,,,,,,,False
A. J. Finn,,,,,,,False
Peter Bagge,,,,,,,False
T. C. Boyle,1948-12-02,United States,,,,,True
Jessica Shattuck,,,,,,,True
Peter H. Reynolds,,,,,,,False
Ben Rhodes,,,,,,,True
Elio M. García Jr,,,,,,,False
Linda Antonsson,,,,,,,False
Jared Diamond,1937-09-10,,,,http://dbpedia.org/resource/Stephen_H._Wright; http://dbpedia.org/resource/Yuval_Noah_Harari,,True
Shungiku Nakamura,,,,,,,True
Farel Dalrymple,,,,,,,True
Kevin Powers,1980-07-11,United States,,Iraq_War; Literary_fiction,,,True
Anton DiSclafani,,,,,,,False
Naoyuki Kageyama,,,,,,,False
Kazuki Takahashi,1999-10-02,Japan,,,,,True
Stephen Perrine,,,,,,,False
Diane Ackerman,1948-10-07,,,,,,True
Jeffrey J. Selingo,,,,,,,False
Tommy Orange,1982-01-19,,,,,,True
Brooke Shields,1965-05-31,United States,,,,,True
Justin Eisinger,,,,,,,False
Steven Scott,,,,,,,False
Gerald Graff,,,,,,,False
Cathy Birkenstein,,,,,,,False
Brenda Drake,,,,,,,False
Michael Bennett,1909-12-17,Somerset,1982-07-26,,,,True
Dave Zirin,,,,,,,True
Alejandro Chabán,1981-08-20,Venezuela,,,,,True
Daniel Kahneman,1934-03-05,Mandatory Palestine,,,,,True
Christopher Pike,1955-11-12,United States,,Horror_fiction; Science_fiction; Thriller_(genre); Young_adult_fiction,,,True
Dave Shelton,1956-02-27,,,,,,True
Jay Asher,1975-09-30,,,Young_adult_fiction,,,True
David Wong,,,,,,,False
PewDiePie,1989-10-24,,,,,,True
Nikki Sixx,1958-12-11,,,Alternative_metal; Glam_metal; Hard_rock; Heavy_metal_music,,,True
Herman Cain,1945-12-13,,2020-07-30,,,,True
Chrissy Metz,1980-09-29,United States,,,,,True
A. J. Gregory,,,,,,,False
Marieke Nijkamp,1986-01-23,Netherlands,,,,,True
Jackie Warner,1943-08-01,,,,,,True
Rory Feek,1965-04-25,,,,,,True
Jodi Ellen Malpas,,,,,,,False
Busy Philipps,1979-06-25,United States,,,,,True
Russell Dauterman,,,,,,,True
Walter Simonson,,,,,,,False
Tom Shales,1944-11-03,,,,,,True
William A. Donius,,,,,,,False
David Oliver Relin,1962-12-12,,2012-12-12,,,,True
Bret Baier,,,,,,,True
Catherine Whitney,,,,Jazz,,,True
Anders Roslund,,,,,,,False
Borge Hellstrom,,,,,,,False
Trevor Blake,,,,,,,False
Lisa Taddeo,,United States,,,,,True
Nathan Whitaker,,,,,,,False
the staff of Thug Kitchen,,,,,,,False
Thug Kitchen,,,,,,,False
Michael Hingson,,,,,,,False
Susy Flory,,,,,,,False
Tom Robbins,,,,,,,True
Masafumi Nishida,,,,,,,False
Mizuki Sakakibara,,,,,,,False
Jeff Benedict,,,,,,,False
Armen Keteyian,,,,,,,False
